종목코드,종목명,거래량(주)_매수,거래량(주)_매도,거래량(주)_순매수,거래대금(원)_매수,거래대금(원)_매도,거래대금(원)_순매수,업종명
010600,웰바이오텍,"2,311,602","2,310,904","698","5,653,634,325","5,636,687,965","16,946,360",상품 중개업
092440,기신정기,"38,376","33,423","4,953","127,638,770","111,497,000","16,141,770",특수 목적용 기계 제조업
008700,아남전자,"65,729","58,195","7,534","120,425,171","104,424,982","16,000,189",영상 및 음향기기 제조업
004985,성신양회우,"379,009","379,196","-187","3,106,536,070","3,091,026,440","15,509,630",-
003780,진양산업,"684,386","681,626","2,760","2,320,192,855","2,304,893,360","15,299,495",플라스틱제품 제조업
004565,현대비앤지스틸우,"22,803","22,803","0","1,886,332,750","1,871,297,350","15,035,400",-
009320,대우부품,"37,189","30,958","6,231","88,466,495","73,886,290","14,580,205",자동차 신품 부품 제조업
016090,대현,"135,330","121,380","13,950","252,255,935","238,226,030","14,029,905",봉제의복 제조업
103590,일진전기,"119,883","114,292","5,591","302,470,555","288,552,930","13,917,625",절연선 및 케이블 제조업
002787,진흥기업2우B,"23,103","23,103","0","432,384,900","418,482,550","13,902,350",-
214420,토니모리,"238,240","238,207","33","2,580,231,170","2,567,104,380","13,126,790",기타 화학제품 제조업
090080,평화산업,"1,952,463","1,936,291","16,172","1,798,679,186","1,785,822,591","12,856,595",자동차 신품 부품 제조업
099350,하나니켈2호,"718,979","697,338","21,641","1,095,907,950","1,083,572,755","12,335,195",신탁업 및 집합투자업
033250,체시스,"711,999","695,536","16,463","1,689,226,660","1,677,323,360","11,903,300",자동차 신품 부품 제조업
089470,HDC현대EP,"196,722","191,674","5,048","758,824,590","747,166,660","11,657,930",기타 화학제품 제조업
004450,삼화왕관,"1,045","737","308","42,379,550","30,811,550","11,568,000",기타 금속 가공제품 제조업
00806K,대덕1우,"238,198","238,340","-142","1,370,962,665","1,359,454,430","11,508,235",-
103130,웅진에너지,"54,813","1,178","53,635","11,796,787","344,390","11,452,397",반도체 제조업
001140,국보,"5,248,796","5,253,968","-5,172","11,360,068,108","11,350,260,599","9,807,509",도로 화물 운송업
014160,대영포장,"464,376","452,336","12,040","481,260,558","471,873,290","9,387,268","골판지, 종이 상자 및 종이용기 제조업"
003720,삼영화학,"339,322","332,834","6,488","325,830,144","316,471,184","9,358,960",플라스틱제품 제조업
084680,이월드,"180,071","187,837","-7,766","814,032,395","805,815,325","8,217,070",유원지 및 기타 오락관련 서비스업
024070,WISCOM,"43,060","39,001","4,059","99,562,975","91,358,270","8,204,705",플라스틱제품 제조업
